7.5,13.5
7.36329,13.8435
7.71049,13.8078
7.93855,14.0196
8.19826,14.2502
8.33338,14.6205
8.2641,14.9508
8.26489,15.2976
8.14287,15.5801
7.84937,15.6421
7.60109,15.8602
7.36035,16.1772
7.34541,16.5767
7.48763,16.8859
7.74407,17.1202
8.06792,17.2371
7.82175,17.4086
7.49978,17.5424
7.23957,17.391
7.0849,17.0834
7.15624,16.7452
7.24252,16.4065
7.20674,16.0151
6.9716,15.7005
6.58474,15.6697
6.23475,15.6726
5.89697,15.6044
5.50479,15.6771
5.13197,15.782
5.10613,16.0958
5.17611,16.4378
5.14481,16.7795
4.93334,17.1108
4.63599,17.2851
4.28888,17.3104
3.95085,17.2271
3.61113,17.2701
3.27236,17.2314
2.92794,17.289
2.6059,17.2579
2.27572,17.3281
1.92632,17.3485
1.57716,17.354
1.36317,17.6202
1.28923,18.0102
1.26741,18.3595
1.24559,18.7088
1.4054,18.9641
1.78902,18.9863
2.1354,18.9606
2.48521,18.9722
2.82298,19.0302
3.11596,18.9657
3.45857,19.0114
3.77884,18.9252
3.79773,18.5757
3.75677,18.229
3.72842,17.8303
3.71981,17.4809
3.83766,17.1677
4.18055,17.2337
4.52829,17.2379
4.90031,17.1029
5.14945,16.7977
5.1673,16.4605
5.15388,16.063
5.31269,15.755
5.58427,15.5556
5.93349,15.5322
6.28271,15.5089
6.63048,15.5104
6.96625,15.6029
7.31315,15.6494
7.66093,15.6809
7.96518,15.5108
8.29879,15.4835
8.63631,15.4782
8.974,15.5163
9.31676,15.4459
9.69016,15.5186
10.0854,15.4822
10.4698,15.4969
10.8167,15.4687
11.1462,15.5407
11.488,15.4654
11.7899,15.3023
12.0406,15.0607
12.3889,15.0349
12.7852,15.0109
12.4894,15.0612
12.194,15.1135
11.8604,15.0343
11.5765,14.8296
11.1991,14.7054
10.8839,14.7818
10.8467,15.1741
11.1423,15.2693
11.529,15.295
11.8606,15.2762
11.8743,14.9654
11.5314,14.7686
11.2413,14.692
10.9253,14.7547
10.8302,15.0801
10.8066,15.3792
11.1211,15.4096
11.4636,15.4199
11.0861,15.3363
10.7475,15.4208
11.023,15.2762
10.7259,15.3376
11.0076,15.5279
11.4012,15.4747
11.6946,15.3751
11.934,15.132
11.7987,14.8574
11.4705,14.7427
11.1248,14.6878
10.7889,14.7662
10.7676,15.1645
10.806,15.5608
11.1166,15.5943
11.5161,15.5739
11.7385,15.3296
11.797,15
11.5428,14.7885
11.1569,14.6913
10.8679,14.8104
10.6529,15.0866
10.4625,15.38
10.7776,15.3826
11.1106,15.4714
11.4312,15.5107
11.7373,15.3588
11.567,15.0298
11.5529,14.7301
11.589,14.382
11.5527,14.0347
11.5538,13.6847
11.5548,13.3349
11.5734,12.9854
11.5449,12.5896
11.2359,12.3675
10.9208,12.2446
10.8336,11.9243
10.5149,12.0689
10.3794,11.7809
10.3656,11.432
10.3143,11.0858
10.3154,10.7358
10.3165,10.3858
10.0732,10.1663
9.73473,10.0789
9.38595,10.0656
9.03607,10.0748
8.63694,10.0702
8.23791,10.0457
7.94313,9.90629
7.80031,9.59098
7.75639,9.29421
7.71774,8.89659
7.70367,8.59692
7.68961,8.29725
7.67319,7.94763
7.93745,7.76023
8.18674,7.52288
8.33334,7.21065
8.30018,6.86785
8.12245,6.51396
7.86081,6.28918
7.52602,6.19257
7.22832,6.15549
6.87933,6.18211
6.53031,6.17875
6.1813,6.18288
5.83228,6.17952
5.48325,6.16867
5.13426,6.18779
4.786,6.19189
4.48277,6.36507
4.29073,6.59555
4.18515,6.9771
4.23889,7.32018
4.11937,6.99498
4.16241,6.65152
4.21324,6.25665
3.88446,6.20228
3.53965,6.17906
3.19601,6.20066
2.89473,6.13425
2.57478,5.99796
2.33825,5.74253
2.3141,6.04982
2.31596,6.39981
2.60195,6.64289
2.99732,6.67621
3.39539,6.64249
3.73619,6.6269
3.93706,6.9052
4.02812,7.29354
4.05238,7.64173
4.05424,7.99173
4.05584,8.29172
4.05743,8.59172
4.05929,8.94172
4.06089,9.24171
4.06275,9.59171
3.873,9.89783
3.54287,10.0095
3.19501,10.0435
2.89588,10.0663
2.54637,10.0729
2.14648,10.0634
1.79658,10.055
1.43961,10.1541
1.31702,10.4755
1.26178,10.8201
1.22869,11.1686
1.24054,11.5179
1.25713,11.8174
1.27371,12.117
1.26808,12.4666
1.25467,12.7663
1.24127,13.066
1.43587,13.3126
1.76928,13.4059
2.11853,13.4288
2.41789,13.4484
2.11887,13.4924
1.81974,13.5152
1.49366,13.5469
1.32594,13.8484
1.27547,14.1947
1.24491,14.5429
1.23151,14.8426
1.23085,15.1918
1.35603,15.5002
1.69215,15.4924
2.03532,15.5298
2.38086,15.5027
2.72699,15.4732
3.05711,15.5659
3.4535,15.5122
3.80034,15.4653
4.19153,15.491
4.53594,15.5108
4.86092,15.6405
5.15892,15.6751
5.53928,15.6055
5.86557,15.5003
6.21169,15.5082
6.60973,15.5092
6.99974,15.5644
7.32038,15.7004
7.47531,16.0112
7.35995,16.2882
7.37654,16.5877
7.4983,16.9158
7.53994,17.2624
7.55929,17.6118
7.64921,17.9953
7.72994,18.3342
7.75176,18.6828
7.8653,18.9692
8.19606,18.9985
8.54313,18.9765
8.88268,19.0238
9.17758,18.9687
9.51765,19.0254
9.91119,18.9964
10.2583,18.9744
10.5506,18.8645
10.5651,18.4648
10.5329,18.1167
10.5074,17.7826
10.2005,17.6265
9.80877,17.5519
9.45933,17.5594
9.15961,17.5723
8.81018,17.5523
8.46075,17.5324
8.06129,17.5245
7.73884,17.4666
7.58911,17.1554
7.37402,16.8931
7.28308,16.5798
7.29577,16.2301
7.37656,15.8949
7.62034,15.6934
7.91703,15.5249
8.12253,15.2318
8.23919,14.9066
8.28816,14.5138
8.17108,14.1852
8.09138,13.7944
8.3246,13.5689
8.66502,13.4876
9.06175,13.444
9.41155,13.4319
9.75838,13.3849
10.0583,13.3896
10.3583,13.3942
10.6583,13.3989
11.0082,13.4043
11.3082,13.4089
11.6191,13.4921
11.5907,13.7908
11.5876,14.139
11.5968,14.4867
11.7271,14.8091
11.9873,15.0418
12.3329,15.0469
12.6817,15.0174
13.062,14.9236
13.3614,14.9433
13.7566,14.9296
14.1531,14.911
14.5489,14.9371
14.8947,14.9152
15.2427,14.9481
15.5785,14.888
15.9277,14.9109
16.277,14.9338
16.6742,14.94
17.0229,14.9354
17.1595,15.2901
17.1616,15.688
17.1333,15.9867
17.1301,16.335
17.1043,16.6676
16.8019,16.8373
16.4573,16.8987
16.0589,16.909
15.759,16.9019
15.4591,16.8947
15.1099,16.9113
14.8107,16.9341
14.5302,17.0985
14.3868,17.4686
14.3613,17.8168
14.3457,18.1664
14.33,18.5161
14.3144,18.8657
14.6168,18.9917
14.9631,18.9648
15.3425,19.0193
15.6856,18.9628
15.9856,18.9674
16.3306,19.0023
16.6698,19.0122
17.0318,18.8715
17.0664,18.5399
17.0623,18.2399
17.0582,17.9399
17.0541,17.6399
17.0493,17.29
17.0452,16.99
17.041,16.69
17.0369,16.3901
17.0321,16.0401
17.1483,15.7161
17.1856,15.3719
17.1665,15.0725
16.8446,14.9598
16.5021,14.9178
16.1568,14.9701
15.7687,14.9283
15.4226,14.973
15.0329,14.9605
14.6885,14.9385
14.3478,14.9562
14.0059,14.9269
13.6679,14.9568
13.2774,14.9049
12.9146,15.0363
12.5879,15.1109
12.2882,15.1238
11.9102,15.0191
11.6786,14.7705
11.5683,14.4387
11.5661,14.0948
11.5408,13.7011
11.6095,13.366
11.5575,13.0209
11.5944,12.6819
