1,17
0.650012,17.0029
0.771693,17.327
0.758201,17.71
0.914585,18.0084
1.20315,18.2408
1.27735,18.5789
1.31235,18.9773
1.43367,18.649
1.48214,18.3038
1.49371,17.9058
1.46015,17.5574
1.40192,17.2132
1.40332,16.8632
1.59749,16.6345
1.94263,16.5764
2.33908,16.5398
2.63892,16.5498
3.03403,16.4933
3.35914,16.39
3.51694,16.0923
3.56773,15.7479
3.60406,15.3998
3.6352,15.1014
3.62161,14.7531
3.58326,14.355
3.60455,14.0078
3.60594,13.6578
3.60753,13.2578
3.60893,12.9078
3.64941,12.5769
4.00484,12.4062
4.39919,12.355
4.678,12.0965
4.97874,11.9198
4.65644,11.8015
4.37265,12.0063
4.7028,11.9023
5.09923,11.849
5.12012,11.4978
5.11563,11.1479
5.11178,10.8479
5.28694,10.5214
5.62023,10.419
5.969,10.3898
6.31778,10.3605
6.66656,10.3313
7.01533,10.3021
7.41394,10.2687
7.70824,10.4892
7.8057,10.8245
7.84719,11.2208
7.86623,11.5703
7.88255,11.8698
8.04265,12.1517
8.37737,12.3587
8.56917,12.6389
8.70314,13.0071
8.77789,13.3301
9.14715,13.4718
9.54465,13.4832
9.84448,13.4731
10.1002,13.2416
10.1624,12.8991
10.1741,12.4515
10.1521,12.1022
10.1301,11.7529
10.0756,11.36
10.068,10.9619
10.0554,10.5634
10.0684,10.2137
10.0515,9.86506
10.0645,9.5153
10.1543,9.19399
10.5574,9.00993
10.8778,8.89914
11.1712,8.73288
11.1824,8.43309
11.1935,8.13329
11.1617,7.78698
10.8329,7.66399
10.4944,7.63975
10.1514,7.44904
10.0389,7.1232
9.78199,6.8869
9.34278,6.87313
8.9466,6.83014
8.64687,6.84275
8.29717,6.85746
7.89835,6.83431
7.54836,6.83153
7.24837,6.82914
7.2701,6.4901
7.28004,6.09431
7.62755,5.9662
7.78292,5.65849
7.81584,5.31047
7.81382,4.9619
7.7887,4.56269
7.74929,4.21492
7.76044,3.91512
7.75789,3.51806
7.4922,3.34066
7.19593,3.29346
6.79802,3.28037
6.49829,3.29298
6.1486,3.30769
5.84886,3.3203
5.49917,3.33501
5.19944,3.34761
4.8997,3.36022
4.6002,3.34284
4.43857,2.98015
4.40402,2.58778
4.38953,2.23856
4.36756,1.88925
4.34872,1.58984
4.32988,1.29044
4.31104,0.991029
4.00227,0.833153
3.61491,0.805327
3.21994,0.774755
2.92545,0.832012
2.57546,0.829225
2.27547,0.826836
1.92548,0.824049
1.5755,0.821262
1.41086,1.18143
1.39455,1.57876
1.40198,1.92868
1.40942,2.2786
1.41685,2.62852
1.42535,3.02843
1.40035,3.37673
1.39173,3.67661
1.38166,4.02646
1.34201,4.36849
1.35549,4.76779
1.34399,5.16762
1.33392,5.51748
1.32386,5.86734
1.3138,6.21719
1.47479,6.50347
1.80658,6.60869
2.10621,6.62355
2.45578,6.64089
2.80535,6.65823
2.84243,6.97586
2.82265,7.32145
2.84093,7.65887
2.8419,8.05713
2.85183,8.40618
2.82429,8.7551
2.97533,9.05559
3.15076,9.35187
3.2104,9.69675
3.0125,9.94074
2.66398,9.97291
2.26567,10.0097
1.91705,9.99192
1.61706,9.98953
1.42055,10.3307
1.3536,10.6733
1.33858,11.022
1.34602,11.3719
1.35239,11.6718
1.35982,12.0217
1.33839,12.42
1.34582,12.77
1.35219,13.0699
1.51036,13.3438
1.83485,13.4727
2.18312,13.5074
2.53139,13.5422
2.93069,13.5296
3.33019,13.5094
3.67974,13.4917
3.97788,13.3914
4.06618,13.0657
4.12637,12.6729
4.34055,12.4079
4.60469,12.1111
4.94848,11.9466
5.14931,11.7
5.13148,11.351
5.12111,11.0011
5.14571,10.652
5.4396,10.4717
5.77818,10.3929
6.12641,10.3578
6.4249,10.3277
6.77314,10.2926
7.12175,10.2725
7.47132,10.2898
7.87083,10.3096
8.22002,10.312
8.56826,10.2769
8.89282,10.158
9.23881,10.1081
9.58704,10.073
9.93528,10.0379
10.1341,9.78875
10.2443,9.45656
10.38,9.14068
10.6916,8.98726
10.9915,8.80898
11.3376,8.75652
11.7248,8.7655
